name,fullname,synonyms,three_letter_code,parent,drugbank_id,release_status
UOQ,undeca-2-one coenzyme A,,UOQ,,,REL
UP1,URIDINE-5'-DIPHOSPHATE-2-DEOXY-2-FLUOROGALACTOSE,,UP1,,,REL
UP5,P1-(ADENOSINE-5'-P5-(URIDINE-5')PENTAPHOSPHATE,,UP5,,DB03664,REL
UP6,6-AZA URIDINE 5'-MONOPHOSPHATE,6-AZA-UMP,UP6,,DB03718,REL
UPA,URIDYLYL-2'-5'-PHOSPHO-ADENOSINE,,UPA,,DB03447,REL
UPC,2'-deoxy-5'-O-[(R)-hydroxy{[(R)-hydroxy(phosphonooxy)phosphoryl]methyl}phosphoryl]uridine,,UPC,,,REL
UPE,"2'-deoxy-5-[(2-phenylethyl)carbamoyl]uridine 5'-(dihydrogen phosphate)
",,UPE,DU,,REL
UPF,URIDINE-5'-DIPHOSPHATE-2-DEOXY-2-FLUOROGALACTOSE,URIDINE-5'-MONOPHOSPHATE 2-DEOXY-2-FLUORO-GALACTOPYRANOSYL-MONOPHOSPHATE ESTER,UPF,,DB02976,REL
UPM,"URIDINE-5'-DIPHOSPHATE-N-1-HYDROOXY-ETHANOYL MURAMAIC ACID
",,UPM,,,REL
UPN,"2-{[(2R,3R,4R,5R,6R)-3-(acetylamino)-2-{[(S)-{[(R)-{[(2R,3S,4R,5R)-5-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)-3,4-dihydroxytetrahydrofuran-2-yl]methoxy}(hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]oxy}-5-hydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-4-yl]oxy}prop-2-enoic acid
",,UPN,,,REL
UPP,PHENYL-URIDINE-5'-DIPHOSPHATE,,UPP,,DB02790,REL
UPR,"2'-DEOXYURIDINE-5'-ALPHA,BETA-AMINOPHOSPHORANE-TRIPHOSPHATE",,UPR,,,OBS
UPS,2'-deoxy-5'-O-thiophosphonouridine,,UPS,DU,,REL
UPT,"1-[(2R,3aR,4R,6R,6aR)-2-hydroxy-6-(hydroxymethyl)-2-sulfidotetrahydrofuro[3,4-d][1,3,2]dioxaphosphol-4-yl]pyrimidine-2,4(1H,3H)-dione",,UPT,,,REL
UPU,"[(2R,3S,4R,5R)-5-(2,4-DIOXO-3,4-DIHYDROPYRIMIDIN-1(2H)-YL)-3,4-DIHYDROXYTETRAHYDROFURAN-2-YL]METHYL (2R,3S,4R,5R)-5-(2,4-DIOXO-3,4-DIHYDROPYRIMIDIN-1(2H)-YL)-4-HYDROXY-2-(HYDROXYMETHYL)TETRAHYDROFURAN-3-YL HYDROGEN (S)-PHOSPHATE",,UPU,,,REL
UPV,"2'-O-{[(2,2-dimethylpropanoyl)oxy]methyl}uridine 5'-(dihydrogen phosphate)
",,UPV,U,,REL
UQ3,"S-{(3S,5R,9R)-1-[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)oxolan-2-yl]-3,5,9-trihydroxy-8,8-dimethyl-3,5,10,14-tetraoxo-2,4,6-trioxa-11,15-diaza-3lambda~5~,5lambda~5~-diphosphaheptadecan-17-yl} (2R)-2-hydroxypropanethioate",Lactyl-CoA,UQ3,,,REL
UR3,3-METHYLURIDINE-5'-MONOPHOSHATE,,UR3,U,,REL
URD,"1-((2R,3R,4S,5R)-TETRAHYDRO-3,4-DIHYDROXY-5-(HYDROXYMETHYL)FURAN-2-YL)PYRIDINE-2,4(1H,3H)-DIONE",3-DEAZAURIDINE,URD,U,,REL
URI,URIDINE,,URI,,DB02745,REL
URM,"(((2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl)methyl)phosphonic
(((2R,3S,4R,5R)-5-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)-3,4-dihydroxytetrahydrofuran-2-yl)methyl phosphoric)
anhydride
",Uridine diphospho methylene galactopyranose,URM,,,REL
URT,"({[(2R,5R)-5-(6-amino-9H-purin-9-yl)-4-fluoro-2,5-dihydrofuran-2-yl]oxy}methyl)phosphonic acid",,URT,,,REL
URU,"((2S,3S,4R,5R)-5-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)-3-(2- ((((2R,5R)-5-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)- 3,4-dihydroxytetrahydrofuran-2-yl)methyl)amino)-2-oxoethyl)-4- hydroxytetrahydrofuran-2-yl)methyl phosphate",,URU,,,REL
URX,"[(1R,3R,4R,5R,7S)-3-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)-7-hydroxy-5-methyl-2-oxabicyclo[2.2.1]hept-1-yl]methyl dihydrogen phosphate",,URX,DU,,REL
US2,2'-deoxy-5-(methylsulfanyl)uridine 5'-(dihydrogen phosphate),5-SMe-deoxyuridine-5'-phosphate,US2,DU,,REL
US3,1-(2-deoxy-5-O-phosphono-beta-D-erythro-pentofuranosyl)-5-methyl-2-selanylpyrimidin-4(1H)-one,2-Se-Thymidine-5'-phosphate,US3,DT,,REL
US4,"[(2R,3S,5R)-3-({[(2R,3S,5R)-5-(6-amino-9H-purin-9-yl)-3-hydroxytetrahydrofuran-2-yl]methoxy}methoxy)-5-(5-methyl-2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)tetrahydrofuran-2-yl]methyl dihydrogen phosphate",,US4,,,REL
US5,1-(5-O-phosphono-beta-D-ribofuranosyl)-4-selanylpyrimidin-2(1H)-one,4-Se-ribouridine-5'-phosphate,US5,U,,REL
USB,"[[(2~{R},3~{S},4~{R},5~{R})-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl] (2~{S})-2-azanyl-4-methyl-pentanoate",,USB,,,REL
USE,Orientin,"2-[3,4-bis(oxidanyl)phenyl]-8-[(2~{S},3~{R},4~{R},5~{S},6~{R})-6-(hydroxymethyl)-3,4,5-tris(oxidanyl)oxan-2-yl]-5,7-bis(oxidanyl)chromen-4-one<br> 5281675<br> 2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-8-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one",USE,,,REL
USL,"3-carboxy-1-cyclopropyl-6-fluoro-7-(4-beta-D-glucopyranuronosyl-3,4-dihydropyrazin-1(2H)-yl)-4-oxo-1,4-dihydroquinoline",,USL,,,REL
USM,"2'-S-methyl-2'-thiouridine 5'-(dihydrogen phosphate)
",,USM,DU,,REL
USQ,"SULFOQUINOVOSE-URIDINE-C1,5'-DIPHOSPHATE",,USQ,,DB02554,REL
UT7,oxa(dethia)-CoA,"[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)tetrahydrofuran-2-yl]methyl
(3R)-3-hydroxy-4-({3-[(2-hydroxyethyl)amino]-3-oxopropyl}amino)-2,2-dimethyl-4-oxobutyl dihydrogen diphosphate
",UT7,,,REL
UTA,acetyl-oxa(dethia)-CoA,"(3R,5R,9R)-1-[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)tetrahydrofuran-2-yl]-3,5,9-trihydroxy-8,8-dimethyl-3,5-dioxido-10,14-dioxo-2,4,6-trioxa-11,15-diaza-3lambda~5~,5lambda~5~-diphosphaheptadecan-17-yl acetate",UTA,,,REL
UTB,"1-[(2~{R},4~{S},5~{R})-5-(hydroxymethyl)-4-oxidanyl-oxolan-2-yl]-5-(2-pyren-1-ylethynyl)pyrimidine-2,4-dione",,UTB,,,REL
UTP,URIDINE 5'-TRIPHOSPHATE,,UTP,,DB04005,REL
UU3,"(5R)-5-[(1S)-1,2-bis(oxidanyl)ethyl]oxolane-2,3,4-trione",Dehydroascorbic Acid<br> DHA,UU3,,DB08830,REL
UUA,uridine uronic acid,,UUA,,,REL
UVC,"URIDINE-2',3'-VANADATE",,UVC,,DB03512,REL
UVP,"1-[(5E)-5,6-dideoxy-2-O-methyl-6-phosphono-beta-D-ribo-hex-5-enofuranosyl]-2,4-dihydroxypyrimidin-1-ium",uridine vinyl phosphonate,UVP,,,REL
UVX,"[(1R,3R,4R,7S)-3-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)-7-hydroxy-5-methylidene-2-oxabicyclo[2.2.1]hept-1-yl]methyl dihydrogen phosphate",,UVX,DU,,REL
UWJ,"5-methyl-1-(2-Se-methyl-5-O-phosphono-2-seleno-beta-D-arabinofuranosyl)pyrimidine-2,4(1H,3H)-dione",,UWJ,,,REL
UY1,2'-O-methylpseudouridine-5'-monophosphate,,UY1,,,REL
UY4,"(2S,3S)-2-{[(9-{(2R,3R,4S,5R)-3,4-dihydroxy-5-[(phosphonooxy)methyl]tetrahydrofuran-2-yl}-9H-purin-6-yl)carbamoyl]amino}-3-hydroxybutanoic acid",,UY4,,,REL
UYH,"[(2~{S})-3-[(2~{R},3~{R},4~{S},5~{S},6~{R})-6-(hydroxymethyl)-3,4,5-tris(oxidanyl)oxan-2-yl]oxy-2-octadecanoyloxy-propyl] octadecanoate",,UYH,,,REL
UZ0,2'-azido-2'-deoxyuridine,,UZ0,,,REL
UZD,methyl 6-O-(heptylcarbamoyl)-beta-L-altropyranoside,,UZD,GLC,,REL
UZJ,2-deoxy-beta-D-ribopyranose,2-deoxy-beta-D-erythro-pentopyranose,UZJ,,,REL
UZL,O2'-methylycytidine,"4-azanyl-1-[(2R,3R,4R,5R)-5-(hydroxymethyl)-3-methoxy-4-oxidanyl-oxolan-2-yl]pyrimidin-2-one",UZL,,,REL
UZR,"2'-deoxy-2'-triaza-1,2-dien-2-ium-1-yl-uridine-5'-monophosphate",,UZR,U,,REL
V0A,"(3E)-3-{(2E,4E,6R)-1-hydroxy-4-methyl-6-[(1R,3R,4S,5R)-1,4,8-trimethyl-2,9-dioxabicyclo[3.3.1]non-7-en-3-yl]hepta-2,4-dien-1-ylidene}-2H-pyrrole-2,4(3H)-dione",Tirandamycin C,V0A,,,REL
V0V,"(3S,5R,9R,19E)-1-[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)tetrahydrofuran-2-yl]-3,5,9,19-tetrahydroxy-8,8,20-trimethyl-10,14-dioxo-2,4,6-trioxa-18-thia-11,15-diaza-3,5-diphosphahenicos-19-en-21-oic acid 3,5-dioxide (non-preferred name)",,V0V,,,REL
V12,5'-[(1H-BENZIMIDAZOL-2-YLACETYL)AMINO]-5'-DEOXYCYTIDINE,,V12,,,REL
V19,"4-(4-bromophenyl)-2-[[(2~{R},3~{R},4~{R})-2-(hydroxymethyl)-3-oxidanyl-3,4-dihydro-2~{H}-pyran-4-yl]oxymethyl]phthalazin-1-one",,V19,,,REL
V1N,"[(2S,3R,4R,5R)-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl] 2-(1H-indol-3-yl)ethyl hydrogen phosphate",,V1N,,,REL
V24,"N-[([1,1'-biphenyl]-4-yl)sulfonyl]-N-({1-[3,4,6-tri-O-acetyl-2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]-1H-1,2,3-triazol-4-yl}methyl)-D-valine",,V24,,,REL
V28,"N-({1-[2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl]-1H-1,2,3-triazol-4-yl}methyl)-N-[([1,1'-biphenyl]-4-yl)sulfonyl]-D-valine",,V28,,,REL
V29,(3R)-3-(benzylamino)oxolane-3-carboxylic acid,,V29,,,REL
V2G,"2-[[[(2~{R},3~{S},4~{R},5~{R})-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl]amino]ethanoic acid",,V2G,,,REL
V2J,5'-O-[(S)-[(3S)-3-carboxypyrrolidin-1-yl](hydroxy)phosphoryl]adenosine,,V2J,,,REL
V2P,"(2~{S})-1-[[(2~{R},3~{S},4~{R},5~{R})-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl]pyrrolidine-2-carboxylic acid",,V2P,,,REL
V2S,"(2~{S})-2-[[[(2~{R},3~{S},4~{R},5~{R})-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl]amino]-3-phenyl-propanoic acid",,V2S,,,REL
V2V,CDP-ribitol,"[(2R,3S,4R,5R)-5-(4-amino-2-oxopyrimidin-1(2H)-yl)-3,4-dihydroxytetrahydrofuran-2-yl]methyl (2R,3S,4S)-2,3,4,5-tetrahydroxypentyl dihydrogen diphosphate",V2V,,,REL
V3A,9-{2-deoxy-5-O-[(R)-{[(R)-[(R)-fluoro(phosphono)methyl](hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]-alpha-D-erythro-pentofuranosyl}-9H-purin-6-amine,,V3A,,,REL
V3L,"2'-O-(5-O-phosphono-alpha-D-ribofuranosyl)adenosine 5'-(dihydrogen phosphate)
",,V3L,A,,REL
V3P,"4-iodophenyl 1,4-dithio-beta-D-glucopyranoside",,V3P,,,REL
V47,"9-[7-(3-carboxyphenyl)-5,6-dideoxy-beta-D-ribo-heptodialdo-1,4-furanosyl]-9H-purin-6-amine",Aminofutalosine,V47,,,REL
V5A,adenosine-5'-vanadate,,V5A,,,REL
V5V,"(1R,3R,15E,28R,29R,30R,31R,34R,36R,39S,41R)-29,41-difluoro-34,39-disulfanyl-2,33,35,38,40,42-hexaoxa-4,6,9,11,13,18,20,22,25,27-decaaza-34,39-diphosphaoctacyclo[28.6.4.1~3,36~.1~28,31~.0~4,8~.0~7,12~.0~19,24~.0~23,27~]dotetraconta-5,7,9,11,15,19,21,23,25-nonaene 34,39-dioxide (non-preferred name)",,V5V,,,REL
V71,"(1R,2R,3S,4R,6S)-4,6-diamino-2,3-dihydroxycyclohexyl 2,6-diamino-2,4,6-trideoxy-4-fluoro-alpha-D-galactopyranoside","(1R,2R,3S,4R,6S)-4,6-diamino-2,3-dihydroxycyclohexyl 2,6-diamino-2,4,6-trideoxy-4-fluoro-alpha-D-galactoside<br>
(1R,2R,3S,4R,6S)-4,6-diamino-2,3-dihydroxycyclohexyl 2,6-diamino-2,4,6-trideoxy-4-fluoro-D-galactoside<br>
(1R,2R,3S,4R,6S)-4,6-diamino-2,3-dihydroxycyclohexyl 2,6-diamino-2,4,6-trideoxy-4-fluoro-galactoside
",V71,,,REL
V75,"(2~{S},3~{S},4~{S},5~{S})-4,5-diacetyloxy-3-oxidanyl-oxane-2-carboxylic acid",,V75,,,REL
V7B,"[(2~{S})-3-[(2~{R},3~{R},4~{R},5~{S},6~{R})-6-(hydroxymethyl)-5-[(2~{R},3~{R},4~{S},5~{S},6~{R})-6-(hydroxymethyl)-3,4,5-tris(oxidanyl)oxan-2-yl]oxy-3,4-bis(oxidanyl)oxan-2-yl]oxy-2-(12-methyltridecanoyloxy)propyl] 12-methyltridecanoate",,V7B,,,REL
V7E,"3',3'-c-di-araAMP","(1S,6R,8R,9S,10S,15R,17R,18S)-8,17-bis(6-aminopurin-9-yl)-3,12-bis(oxidanyl)-3,12-bis(oxidanylidene)-2,4,7,11,13,16-hexaoxa-3$l^{5},12$l^5-diphosphatricyclo[13.3.0.0^{6,10}]octadecane-9,18-diol",V7E,,,REL
V8H,"[[(2~{R},3~{S},4~{R},5~{R})-5-(3-aminocarbonyl-4~{H}-pyridin-1-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl] [(2~{R},3~{S},4~{R},5~{R})-3,4,5-tris(oxidanyl)oxolan-2-yl]methyl hydrogen phosphate",,V8H,,,REL
V8P,"(3R)-N-[(2S,3R)-1-(alpha-D-galactopyranosyloxy)-3-hydroxyheptadecan-2-yl]-3-hydroxyheptadecanamide",,V8P,,,REL
V9G,7-METHYL-GUANOSINE-5'-TRIPHOSPHATE-5'-(2'-O-METHYL)-ADENOSINE,,V9G,,,REL
VA4,5'-O-[(R)-{[(R)-[(R)-chloro(phosphono)methyl](hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]-2'-deoxyadenosine,,VA4,,,REL
VA5,9-{5-O-[(R)-{[(R)-[(S)-chloro(fluoro)phosphonomethyl](hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]-2-deoxy-alpha-D-threo-pentofuranosyl}-9H-purin-6-amine,,VA5,,,REL
VA6,9-{2-deoxy-5-O-[(S)-{[(S)-[difluoro(phosphono)methyl](hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]-alpha-D-erythro-pentofuranosyl}-9H-purin-6-amine,,VA6,,,REL
VA7,2'-deoxy-5'-O-[(R)-{[(R)-[dichloro(phosphono)methyl](hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]adenosine,,VA7,,,REL
VAA,N-[VALINYL]-N'-[ADENOSYL]-DIAMINOSUFONE,,VAA,,,REL
VAW,"(2S,3R,4S)-methyl 4-(2-(2-(1H-indol-3-yl)ethylamino)ethyl)-2-((2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yloxy)-3-vinyl-3,4-dihydro-2H-pyran-5-carboxylate","methyl (2S,3R,4S)-3-ethenyl-2-(beta-D-glucopyranosyloxy)-4-(2-{[2-(1H-indol-3-yl)ethyl]amino}ethyl)-3,4-dihydro-2H-pyran-5-carboxylate",VAW,,,REL
VC6,4-amino-1-{5-O-[(R)-{[(R)-[(S)-chloro(fluoro)phosphonomethyl](hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]-2-deoxy-alpha-L-threo-pentofuranosyl}pyrimidin-2(1H)-one,,VC6,,,REL
VC7,5'-O-[(R)-hydroxy(methyl)phosphoryl]guanosine,,VC7,G,,REL
VC8,4-amino-1-{2-deoxy-5-O-[(R)-{[(R)-[dichloro(phosphono)methyl](hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]-alpha-L-threo-pentofuranosyl}pyrimidin-2(1H)-one,,VC8,,,REL
VC9,2'-deoxy-5'-O-[(R)-{[(R)-[dibromo(phosphono)methyl](hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]cytidine,,VC9,,,REL
VCG,"2-hydroxyethyl 2-deoxy-3,5-bis-O-(2-hydroxyethyl)-6-O-(2-{[(9E)-octadec-9-enoyl]oxy}ethyl)-alpha-L-xylo-hexofuranoside",Polysorbate 80,VCG,,,REL
VCW,"[(2S,3S,4S,5R,6S)-6-[(2R)-2,3-bis(oxidanyl)propoxy]-3,4,5-tris(oxidanyl)oxan-2-yl]methanesulfonic acid",sulfoquinovosyl glycerol<br> SQGro,VCW,,,REL
VDF,2-O-phosphono-beta-L-arabinopyranose,"2-O-phosphono-beta-L-arabinose<br> 2-O-phosphono-L-arabinose<br> 2-O-phosphono-arabinose<br> [(2S,3R,4S,5S)-2,4,5-tris(oxidanyl)oxan-3-yl] dihydrogen phosphate",VDF,ARB,,REL
VDG,"(2S)-2-[[(2S,3S,4S)-5-aminocarbonyloxy-2-azanyl-3,4-bis(oxidanyl)pentanoyl]amino]-2-[(2R,3S,4R,5R)-5-[5-(hydroxymethyl)-2,4-bis(oxidanylidene)pyrimidin-1-yl]-3,4-bis(oxidanyl)oxolan-2-yl]ethanoic acid",,VDG,,,REL
VDS,beta-D-allofuranose,,VDS,,,REL
VDV,alpha-D-allofuranose,,VDV,,,REL
VE8,Non-hydrolasable alarmone analogue,"~{N}-[(2~{S},3~{S},4~{R},5~{R})-5-(2-azanyl-6-oxidanylidene-1~{H}-purin-9-yl)-4-oxidanyl-2-[[oxidanyl-[oxidanyl(phosphonooxy)phosphoryl]oxy-phosphoryl]oxymethyl]oxolan-3-yl]-phosphonooxy-phosphonamidic acid",VE8,,,REL
VF5,"[[(3~{a}~{R},4~{R},6~{R},6~{a}~{R})-4-(2-azanyl-6-oxidanylidene-1~{H}-purin-9-yl)-2-oxidanyl-2-oxidanylidene-3~{a},4,6,6~{a}-tetrahydrofuro[3,4-d][1,3,2]dioxaphosphol-6-yl]methoxy-oxidanyl-phosphoryl] phosphono hydrogen phosphate",,VF5,,,REL
VG1,ALPHA-D-GLUCOSE-1-PHOSPHATE-6-VANADATE,,VG1,GLC,DB04397,REL
VGP,"(1R)-1,4-anhydro-6-deoxy-1-[(6R)-8-ethenyl-1,6-dihydroxy-10,12-dimethoxy-6H-dibenzo[c,h]chromen-4-yl]-D-galactitol",pregilvocarcin V,VGP,,,REL
VJ1,"2-deoxy-3-O-[(1R,3R)-1,3-dihydroxytetradecyl]-2-{[(3R)-3-hydroxytetradecanoyl]amino}-1-O-phosphono-alpha-D-glucopyranose",,VJ1,PA1,,REL
VJ4,"2-deoxy-2-{[(1S,3R)-1-hydroxy-3-(pentanoyloxy)undecyl]amino}-4-O-phosphono-alpha-D-glucopyranose",,VJ4,GCS,,REL
VJT,(2-(4-(beta-L-fucopyranosylethynyl)phenyl)-2-methylpropan-1-amine,"(2~{R},3~{S},4~{R},5~{S},6~{S})-2-[2-[4-(1-azanyl-2-methyl-propan-2-yl)phenyl]ethynyl]-6-methyl-oxane-3,4,5-triol",VJT,,,REL
VJW,5-(3-aminophenyl)furan-2-carboxamido-(beta-L-fucopyranose),"5-(3-aminophenyl)-~{N}-[(2~{S},3~{S},4~{R},5~{S},6~{S})-6-methyl-3,4,5-tris(oxidanyl)oxan-2-yl]furan-2-carboxamide",VJW,,,REL
VKJ,"2'-deoxy-N-[(7R,8S,9R,10S)-7,8,9-trihydroxy-7,8,9,10-tetrahydrobenzo[pqr]tetraphen-10-yl]guanosine 5'-(dihydrogen phosphate)
",,VKJ,,,REL
VKK,p-coumaroyl glucose,"[(2~{S},3~{R},4~{S},5~{S},6~{R})-6-(hydroxymethyl)-3,4,5-tris(oxidanyl)oxan-2-yl] (~{E})-3-(4-hydroxyphenyl)prop-2-enoate",VKK,,,REL
VLD,"(2S)-2-({4-[({(6R)-2,4-diamino-5-[(1-{(2R,4S,5R)-4-hydroxy-5-[(phosphonooxy)methyl]tetrahydrofuran-2-yl}-2,4-dioxo-1,2,3,4-tetrahydropyrimidin-5-yl)methyl]-5,6,7,8-tetrahydropyrido[3,2-d]pyrimidin-6-yl}methyl)amino]benzoyl}amino)pentanedioic acid (non-preferred name)",,VLD,,,REL
VLO,"[[(2~{R},3~{R},4~{R},5~{R})-5-(2-azanyl-6-oxidanylidene-1~{H}-purin-9-yl)-4-[[(2~{R},3~{S},4~{R},5~{R})-3,4-bis(oxidanyl)-5-(6-oxidanylidene-1~{H}-purin-9-yl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl]oxy-3-oxidanyl-oxolan-2-yl]methoxy-oxidanyl-phosphoryl] phosphono hydrogen phosphate",,VLO,,,REL
VMP,"N-[[(2R,3R,4S,5S,6R)-6-(hydroxymethyl)-3,4,5-tris(oxidanyl)oxan-2-yl]carbamoyl]naphthalene-2-carboxamide",,VMP,,,REL
VMS,5'O-[N-(L-VALYL)SULPHAMOYL]ADENOSINE,,VMS,,,REL
VNM,"(2S)-2-({4-[({(6S)-2,4-diamino-5-[(1-{(2R,4S,5R)-4-hydroxy-5-[(phosphonooxy)methyl]tetrahydrofuran-2-yl}-2,4-dioxo-1,2,3,4-tetrahydropyrimidin-5-yl)methyl]-5,6,7,8-tetrahydropyrido[3,2-d]pyrimidin-6-yl}methyl)amino]benzoyl}amino)pentanedioic acid (non-preferred name)",,?,,,REL
VNY,PARA-BIPHENYL METHYLENE C-LINKED MANNOSIDE,,VNY,,,REL
VPA,2-phenyl-N-(6-O-beta-D-xylopyranosyl-beta-D-glucopyranosyl)ethylamidine,"2-phenyl-N-[(2R,3R,4S,5S,6R)-3,4,5-tris(oxidanyl)-6-[[(2S,3R,4S,5R)-3,4,5-tris(oxidanyl)oxan-2-yl]oxymethyl]oxan-2-yl]e
thanimidamide
",VPA,,,REL
VPD,"6-chloro-N-cyclopentyl-1-{5-O-[(2R)-1-hydroxy-3-methoxy-2-phosphonopropan-2-yl]-beta-D-ribofuranosyl}-1H-pyrazolo[3,4-d]pyrimidin-4-amine",OP-0105244,VPD,ADN,,REL
VPG,"6-chloro-N-[(2-chlorophenyl)methyl]-1-[5-O-(phosphonomethyl)-beta-D-ribofuranosyl]-1H-pyrazolo[3,4-d]pyrimidin-4-amine",,VPG,ADN,,REL
VPH,"methyl (2~{R},4~{R},5~{R},6~{R})-6-(hydroxymethyl)-4,5-bis(oxidanyl)oxane-2-carboxylate",,VPH,,,REL
VPL,"(2~{R},4~{R},5~{R},6~{R})-6-(hydroxymethyl)-4,5-bis(oxidanyl)oxane-2-carboxamide",,VPL,,,REL
VPQ,"(2~{R},3~{S},4~{S},5~{S},6~{R})-6-(hydroxymethyl)-3,4,5-tris(oxidanyl)oxane-2-carboxamide",,VPQ,,,REL
VPU,"[[(3R,4R,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-(pentanoylamino)oxan-2-ylidene]amino] N-phenylcarbamate",N-Valeryl-PUGNAc,VPU,,DB08704,REL
VQ1,N-Acetylpuromycin,"3'-[(N-acetyl-O-methyl-L-tyrosyl)amino]-3'-deoxy-N,N-dimethyladenosine",VQ1,,,REL
VQV,"1-(3,5-di-O-phosphono-alpha-L-xylofuranosyl)pyrimidine-2,4(1H,3H)-dione",,VQV,,,REL
VRT,2'-(L-NORVALYL)AMINO-2'-DEOXYADENOSINE,,VRT,,,REL
VSN,5'-O-[(R)-hydroxy(thiophosphonooxy)phosphoryl]guanosine,,VSN,G,,REL
VSR,"[(3S,3aR,4S,6S,6aR,7S,8S,9bS)-6-acetyloxy-3,6,9-trimethyl-8-[(Z)-2-methylbut-2-enoyl]oxy-3,3a-bis(oxidanyl)-2-oxidanylidene-4-[6-[4-[(E)-phenyldiazenyl]phenyl]hexanoyloxy]-4,5,6a,7,8,9b-hexahydroazuleno[4,5-b]furan-7-yl] octanoate",photoswitch-thapsigargin derivative AzTG-6,VSR,,,REL
VT6,5'-O-[(R)-{[(R)-[(S)-chloro(fluoro)phosphonomethyl](hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]thymidine,,VT6,,,REL
VT7,5'-O-[(R)-{[(R)-[difluoro(phosphono)methyl](hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]thymidine,,VT7,,,REL
VT8,5'-O-[(R)-{[(R)-[dichloro(phosphono)methyl](hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]thymidine,,VT8,,,REL
VTB,7-O-phosphono-alpha-L-galacto-hept-2-ulopyranose,"[(2~{S},3~{S},4~{R},5~{S},6~{R})-6-(hydroxymethyl)-3,4,5,6-tetrakis(oxidanyl)oxan-2-yl]methyl dihydrogen phosphate<br>
7-O-phosphono-alpha-L-galacto-hept-2-ulose<br> 7-O-phosphono-L-galacto-hept-2-ulose<br> 7-O-phosphono-galacto-hept-2-ulose
",VTB,,,REL
VUK,"[(3S,3aR,4S,6S,6aR,7S,8S,9bS)-6-acetyloxy-3,6,9-trimethyl-8-[(Z)-2-methylbut-2-enoyl]oxy-3,3a-bis(oxidanyl)-2-oxidanylidene-4-[4-[4-[(E)-phenyldiazenyl]phenyl]butanoyloxy]-4,5,6a,7,8,9b-hexahydroazuleno[4,5-b]furan-7-yl] octanoate",photoswitch-thapsigargin derivative AzTG-4,VUK,,,REL
VV7,DENDRON-D3,,VV7,,,REL
VVC,"4-azanyl-1-[(2~{R},4~{S},5~{R})-5-ethynyl-5-(hydroxymethyl)-4-oxidanyl-oxolan-2-yl]pyrimidin-2-one",,VVC,,,REL
VW0,"(2~{R})-2-[(2~{S},3~{R},4~{R},5~{S},6~{R})-3-acetamido-2,5-bis(oxidanyl)-6-(phosphonooxymethyl)oxan-4-yl]oxypropanoic acid",,VW0,,,REL
