name,fullname,synonyms,three_letter_code,parent,drugbank_id,release_status
VWX,"[[(2~{R},3~{R},4~{R},5~{R})-4-[[(2~{R},3~{S},4~{R},5~{R})-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl]oxy-3-oxidanyl-5-(6-oxidanylidene-1~{H}-purin-9-yl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl] phosphono hydrogen phosphate",,VWX,,,REL
VXL,"(3R,3aS,4R,6aR)-4-[2-(methylamino)-2-oxoethoxy]hexahydrofuro[2,3-b]furan-3-yl [(2S,3R)-3-hydroxy-4-{[(4-methoxyphenyl)sulfonyl](2-methylpropyl)amino}-1-phenylbutan-2-yl]carbamate",,VXL,,,REL
VY5,2-acetamido-4-O-(2-acetamido-2-deoxy-beta-D-glucopyranosyl)-2-deoxy-alpha-D-glucopyranose,"N,N'-Diacetylchitobiose",VY5,,,OBS
VZ6,"9-[(1~{S},6~{R},8~{R},9~{R},10~{R},15~{R},17~{R},18~{R})-8-(6-aminopurin-9-yl)-9,18-bis(fluoranyl)-3,12-bis(oxidanyl)-3,12-bis(oxidanylidene)-2,4,7,11,13-pentaoxa-3$l^{5},12$l^{5}-diphosphatricyclo[13.2.1.0^{6,10}]octadecan-17-yl]-1~{H}-purin-6-one",,VZ6,,,REL
W08,"(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-N-(1-methylpiperidin-4-yl)-3,4-bis(oxidanyl)oxolane-2-carboxamide","(2S,3S,4R,5R)-5-(6-Amino-9H-purin-9-yl)-3,4-dihydroxy-N-(1-methyl-4-piperidinyl)tetrahydro-2-furancarboxamide<br> (2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxy-N-(1-methylpiperidin-4-yl)oxolane-2-carboxamide",W08,,,REL
W0F,"[[(2~{S},3~{R},4~{S},5~{R})-5-(2-azanyl-6-oxidanylidene-3~{H}-purin-9-yl)-3-methoxy-4-oxidanyl-oxolan-2-yl]methoxy-oxidanyl-phosphoryl] phosphono hydrogen phosphate",,W0F,,,REL
W0U,"[(2~{S},4~{S},5~{R})-5-(6-aminopurin-9-yl)-4-oxidanyl-oxolan-2-yl]methoxy-~{N}-[(2~{S},3~{S})-2-azanyl-3-oxidanyl-butanoyl]phosphonamidic acid",,W0U,,,REL
W2S,"(3R,4R)-4-(2-methylphenyl)oxolane-3-carboxylic acid",,W2S,,,REL
W2V,"(3S,4S)-4-(3-methoxyphenyl)oxane-3-carboxylic acid",,W2V,,,REL
W4Z,"N-[[(2R,3S,4S,5R,6S)-3,4,5,6-tetrakis(oxidanyl)oxan-2-yl]methyl]ethanamide",,W4Z,,,REL
W5Y,5'-O-(L-phenylalanylsulfamoyl)adenosine,,W5Y,,,REL
W78,"3-[(1~{R},3~{R},6~{R},8~{R},9~{R},10~{R},12~{R},15~{R},17~{R},18~{R})-8-(6-aminopurin-9-yl)-9-fluoranyl-18-oxidanyl-3,12-bis(oxidanylidene)-3,12-bis(sulfanyl)-2,4,7,11,13,16-hexaoxa-3$l^{5},12$l^{5}-diphosphatricyclo[13.2.1.0^{6,10}]octadecan-17-yl]-6~{H}-imidazo[4,5-d]pyridazin-7-one",,W78,,,REL
W9C,"(1S,3S,3aR,4S,4aR,7R,7aR,8aS)-8a-{[(6-deoxy-4-O-methyl-alpha-D-altropyranosyl)oxy]methyl}-4-formyl-7-methyl-3-(propan-2-yl)decahydro-1,4-methano-s-indacene-3a(1H)-carboxylate",,W9C,,,REL
W9T,4-O-beta-D-galactopyranosyl-beta-D-fructofuranose,,W9T,,,OBS
WA3,"(2S,3R,4S,5R,6S)-2-(hydroxymethyl)-6-{[(2S,3R,4S,5S,6S)-3,4,5-trihydroxy-6-({[(1-{[(2R,3S,4S,5R,6R)-3,4,5-trihydroxy-6-{[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({4-[({[(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-{[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl]sulfanyl}tetrahydro-2H-pyran-2-yl]methyl}sulfanyl)methyl]-1H-1,2,3-triazol-1-yl}methyl)tetrahydro-2H-pyran-2-yl]oxy}tetrahydro-2H-pyran-2-yl]methyl}-1H-1,2,3-triazol-4-yl)methyl]sulfanyl}methyl)tetrahydro-2H-pyran-2-yl]sulfanyl}tetrahydro-2H-pyran-3,4,5-triol",,WA3,,,REL
WAQ,PIMELOYL-AMP,,WAQ,,,REL
WC4,"(1S)-1,4-anhydro-1-(3-methoxynaphthalen-2-yl)-5-O-phosphono-D-ribitol",,WC4,,,REL
WC7,"6-[2-deoxy-5-O-(trihydroxy-lambda~5~-phosphanyl)-beta-D-erythro-pentofuranosyl]thieno[2,3-c]pyridine-7(6H)-thione",,WC7,,,REL
WC9,"(4S,5aS,8S,8aR)-4-(2-methylpropyl)-N-[(1R,5Z,7R,8R,9R,10R,11S,12R)-10,11,12-trihydroxy-7-methyl-13-oxa-2-thiabicyclo[7.3.1]tridec-5-en-8-yl]octahydro-2H-oxepino[2,3-c]pyrrole-8-carboxamide (non-preferred name)",,WC9,,,REL
WCA,p-coumaroyl-CoA,,?,,,REL
WCG,"(1S)-1,4-anhydro-5-O-[(R)-hydroxy{[(S)-hydroxy(phosphonooxy)phosphoryl]oxy}phosphoryl]-1-(3-methoxynaphthalen-2-yl)-D-ribitol",,WCG,,,REL
WCH,"(2S,3S,4R,5R)-5-(6-amino-2-((E)-phenyldiazenyl)-9H-purin-9-yl)-N-ethyl-3,4-dihydroxytetrahydrofuran-2-carboxamide",,WCH,,,REL
WDP,Sequanamycin 9,,WDP,,,REL
WEB,alpha-D-psicopyranose,"(2~{S},3~{R},4~{R},5~{R})-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",WEB,,,REL
WEV,"(5R)-2,4-dideoxy-1-C-{(2S,3R,4S)-3-hydroxy-4-[(2R,3S,4E,6E,9R,10S,11R,12E,14Z)-10-hydroxy-3,15-dimethoxy-7,9,11,13-tetramethyl-16-oxo-1-oxacyclohexadeca-4,6,12,14-tetraen-2-yl]pentan-2-yl}-4-methyl-5-propan-2-yl-alpha-D-threo-pentopyranose",,WEV,,,REL
WFM,"(2R,3R,3aS,6S,6aR)-6-[(2-amino-3-bromoquinolin-7-yl)oxy]-2-(4-amino-7H-pyrrolo[2,3-d]pyrimidin-7-yl)hexahydro-3aH-cyclopenta[b]furan-3,3a-diol",,WFM,,,REL
WFR,"propan-2-yl (2S)-2-{[(S)-{[(2R,3S,4R,5R)-5-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)-4-ethynyl-3-hydroxy-4-methyloxolan-2-yl]methoxy}(phenoxy)phosphoryl]amino}propanoate (non-preferred name)",,WFR,,,REL
WFS,"(2R,3R,3aS,6S,6aR)-6-[(2-amino-3-bromoquinolin-7-yl)oxy]-2-(4-methyl-7H-pyrrolo[2,3-d]pyrimidin-7-yl)hexahydro-3aH-cyclopenta[b]furan-3,3a-diol",,WFS,,,REL
WFX,"4-{[(3M)-3-(3-cyclopropyl-1,2,4-oxadiazol-5-yl)-6,6-difluoro-4,5,6,7-tetrahydro-1-benzothiophen-2-yl]carbamoyl}-5,6-dihydro-2H-pyran-3-carboxylic acid",,WFX,,,REL
WG6,Sofosbuvir,,WG6,,DB08934,REL
WH3,"(3aR,6S,7R,7aS)-1-oxo-2-(2-phenylethyl)-1,2,3,6,7,7a-hexahydro-3a,6-epoxyisoindole-7-carboxylic acid",,WH3,,,REL
WHN,4-hydroxy-6-[2-(naphthalen-1-yl)ethyl]-2H-pyran-2-one,,WHN,,,REL
WI6,"1,4,5,6-Tetrahydronicotinamide adenine dinucleotide","[[(2R,3S,4R,5R)-5-[(3S)-3-aminocarbonyl-3,6-dihydro-2H-pyridin-1-yl]-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl] [(2S,3R,4S,5R)-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methyl hydrogen phosphate",WI6,,,REL
WIA,methyl 6-thio-beta-D-galactopyranoside,methyl 6-thio-beta-D-galactoside<br> methyl 6-thio-D-galactoside<br> methyl 6-thio-galactoside,WIA,,DB04508,REL
WIN,"methyl (5beta,7alpha,9beta,10alpha,11alpha,12alpha,13beta,15alpha)-15-{[(2E)-3,4-dimethylpent-2-enoyl]oxy}-3,11,12-trihydroxy-2,16-dioxo-13,20-epoxypicras-3-en-21-oate","Bruceantin<br> Picras-3-en-21-oic acid<br> (11beta,12alpha,15beta)-15-[(3,4-Dimethyl-1-oxo-2-pentenyl)oxy]-13,20-epoxy-3,11,12-trihydroxy-2,16-dioxopicras-3-en-21-oic acid methyl ester",WIN,,,REL
WJH,"4-{[(3M)-3-(3-cyclopropyl-1,2,4-oxadiazol-5-yl)-4,5,6,7-tetrahydro-1-benzothiophen-2-yl]carbamoyl}-5,6-dihydro-2H-pyran-3-carboxylic acid",,WJH,,,REL
WJR,"(2~{R},4~{R},5~{R},6~{R})-2-[(2~{R},4~{R},5~{R},6~{R})-5-[(2~{S},4~{R},5~{R},6~{R})-4-[(2~{R},3~{R},4~{R},5~{S},6~{S})-3-acetamido-6-carboxy-4,5-bis(oxidanyl)oxan-2-yl]oxy-6-[(1~{R})-1,2-bis(oxidanyl)ethyl]-2-carboxy-5-oxidanyl-oxan-2-yl]oxy-6-[(1~{R})-1,2-bis(oxidanyl)ethyl]-2-carboxy-2-[[(2~{R},3~{S},4~{R},5~{R},6~{R})-4-[(3~{S})-3-dodecanoyloxydodecanoyl]oxy-6-[[(2~{R},3~{S},4~{R},5~{R},6~{R})-5-[[(3~{R})-3-heptanoyloxyundecanoyl]amino]-3-oxidanyl-4-[(3~{R})-3-oxidanyloctanoyl]oxy-6-phosphonooxy-oxan-2-yl]methoxy]-5-[[(3~{S})-3-[(3~{R})-3-oxidanyldecanoyl]oxydecanoyl]amino]-3-phosphonooxy-oxan-2-yl]methoxy]oxan-4-yl]oxy-6-[(1~{R})-1,2-bis(oxidanyl)ethyl]-4,5-bis(oxidanyl)oxane-2-carboxylic acid",,WJR,,,REL
WJW,"(2~{R},4~{R},5~{R},6~{R})-2-[(2~{R},4~{R},5~{R},6~{R})-5-[(2~{S},4~{R},5~{R},6~{R})-4-[(2~{R},3~{R},4~{R},5~{S},6~{S})-3-acetamido-6-carboxy-4,5-bis(oxidanyl)oxan-2-yl]oxy-6-[(1~{R})-1,2-bis(oxidanyl)ethyl]-2-carboxy-5-oxidanyl-oxan-2-yl]oxy-6-[(1~{R})-1,2-bis(oxidanyl)ethyl]-2-carboxy-2-[[(2~{R},3~{S},4~{R},5~{R},6~{R})-4-[(3~{S})-3-dodecanoyloxydodecanoyl]oxy-6-[[(2~{R},3~{S},4~{R},5~{R},6~{R})-5-[[(3~{R})-3-heptanoyloxynonanoyl]amino]-3-oxidanyl-4-[(3~{R})-3-oxidanyloctanoyl]oxy-6-phosphonooxy-oxan-2-yl]methoxy]-5-[[(3~{S})-3-[(3~{R})-3-oxidanyldodecanoyl]oxydecanoyl]amino]-3-phosphonooxy-oxan-2-yl]methoxy]oxan-4-yl]oxy-6-[(1~{R})-1,2-bis(oxidanyl)ethyl]-4,5-bis(oxidanyl)oxane-2-carboxylic acid",,WJW,,,REL
WMB,"5-{[(3M)-3-(3-cyclopropyl-1,2,4-oxadiazol-5-yl)-4,5,6,7-tetrahydro-1-benzothiophen-2-yl]carbamoyl}-3,6-dihydro-2H-pyran-4-carboxylic acid",,WMB,,,REL
WMJ,"1-[[(2R,3S,5S)-5-[5-methyl-2,4-bis(oxidanylidene)pyrimidin-1-yl]-3-oxidanyl-oxolan-2-yl]methyl]-3-(4-nitrophenyl)urea",,WMJ,,,REL
WMK,"(1R,2S,3S,4R,5R,9S,11S,12S,14R)-7-amino-2,4,12-trihydroxy-2-(hydroxymethyl)-10,13,15-trioxa-6,8-diazapentacyclo[7.4.1.1~3,12~.0~5,11~.0~5,14~]pentadec-7-en-8-ium (non-preferred name)","4,9-anhydro-tetrodotoxin",WMK,,,REL
WMP,"[(1R,5R,6R,8S)-6-(6-aminopurin-9-yl)-3'-[(R)-oxidanyl(phenyl)methyl]spiro[2,4,7-trioxa-3-boranuidabicyclo[3.3.0]octane-3,9'-8-oxa-9-boranuidabicyclo[4.3.0]nona-1,3,5-triene]-8-yl]methyl dihydrogen phosphate
",,WMP,,,REL
WN5,"(3M)-2-{[(3S)-oxolan-3-yl]oxy}-4-phenyl-3-(1H-tetrazol-5-yl)-6,7,8,9-tetrahydro-5H-cyclohepta[b]pyridine",,WN5,,,REL
WN9,"[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl] (2S)-2-azanyl-3-methyl-butanoate",Valyl adenylate ,WN9,,,REL
WNU,"2-(~2~H_2_)amino-8-[(4-chlorophenyl)sulfanyl]-9-[(2S,4aR,6R,7R,7aS)-2-hydroxy-7-(~2~H)hydroxy-2-oxotetrahydro-2H,4H-2lambda~5~-furo[3,2-d][1,3,2]dioxaphosphinin-6-yl](~2~H)-1,9-dihydro-6H-purin-6-one",,WNU,,,REL
WOO,beta-L-allopyranose,beta-L-allose<br> L-allose<br> allose,WOO,,,REL
WPO,5'-O-{(S)-hydroxy[(prop-2-en-1-yl)oxy]phosphoryl}adenosine,,WPO,,,REL
WQD,UDP-4-deoxy-4-formamido-beta-L-arabinopyranose,"[[(2~{R},3~{S},4~{R},5~{R})-5-[2,4-bis(oxidanylidene)pyrimidin-1-yl]-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl] [(2~{R},3~{R},4~{S},5~{S})-5-formamido-3,4-bis(oxidanyl)oxan-2-yl] hydrogen phosphate",WQD,,,REL
WS1,6-(1-beta-D-Glucopyranosyloxymethyl)-N-(5'-deoxyluridine-5'-yl)picolinamide,,WS1,,,REL
WS2,6-(1-beta-D-Galactopyranosyloxymethyl)-N-(5'-deoxyluridine-5'-yl)picolinamide,,WS2,,,REL
WS3,5'-deoxy-5'-[({6-[(alpha-D-galactopyranosyloxy)methyl]pyridin-2-yl}carbonyl)amino]uridine,,WS3,,,REL
WSA,5'-O-[(L-TRYPTOPHYLAMINO)SULFONYL]ADENOSINE,,WSA,,,REL
WSB,5'-O-[(S)-hydroxy{[(S)-hydroxy(phosphonooxy)phosphoryl]methyl}phosphoryl]uridine,,WSB,,,REL
WT7,5'-O-[(S)-butoxy(hydroxy)phosphoryl]adenosine,,WT7,,,REL
WTA,5'-O-[(S)-ethoxy(hydroxy)phosphoryl]adenosine,,WTA,,,REL
WUH,Thymine dimer,,WUH,TTD,,REL
WUN,2-amino-4-O-(4-chlorobenzyl)-2-deoxy-alpha-D-glucopyranose,"(2S,3R,4R,5S,6R)-3-azanyl-5-[(4-chlorophenyl)methoxy]-6-(hydroxymethyl)oxane-2,4-diol<br>
4-chlorobenzyl-alpha-D-glucosamine<br> 2-amino-4-O-(4-chlorobenzyl)-2-deoxy-alpha-D-glucose<br>
2-amino-4-O-(4-chlorobenzyl)-2-deoxy-D-glucose<br> 2-amino-4-O-(4-chlorobenzyl)-2-deoxy-glucose
",WUN,PA1,,REL
WUV,5'-thiothymidine,,WUV,,,REL
WY8,"9-[(1~{S},3~{R},6~{R},8~{R},9~{R},10~{R},12~{R},15~{R},17~{R},18~{R})-8-(6-aminopurin-9-yl)-9,18-bis(fluoranyl)-3,12-bis(oxidanylidene)-3,12-bis(sulfanyl)-2,4,7,11,13-pentaoxa-3$l^{5},12$l^{5}-diphosphatricyclo[13.2.1.0^{6,10}]octadecan-17-yl]-1~{H}-purin-6-one",,WY8,ADE,,REL
WYD,"~{N}-[(2~{R},3~{R},4~{R},5~{S},6~{R})-5-[(2~{S},3~{R},4~{S},5~{S},6~{R})-4-[[1-[[3-(3-azanylprop-1-ynyl)phenyl]methyl]-1,2,3-triazol-4-yl]methoxy]-6-(hydroxymethyl)-3,5-bis(oxidanyl)oxan-2-yl]oxy-6-(hydroxymethyl)-4-oxidanyl-2-propoxy-oxan-3-yl]ethanamide
",,WYD,,,REL
WYV,myristoyl coenzyme A,"~{S}-[2-[3-[[(2~{R})-4-[[[(2~{R},3~{S})-5-(6-aminopurin-9-yl)-4-oxidanyl-3-phosphonooxy-oxolan-2-yl]methoxy-oxidanyl-phosphoryl]oxy-oxidanyl-phosphoryl]oxy-3,3-dimethyl-2-oxidanyl-butanoyl]amino]propanoylamino]ethyl] tetradecanethioate",WYV,,,REL
WZ1,methyl 3-S-alpha-D-mannopyranosyl-3-thio-alpha-D-mannopyranoside,Methyl(alpha-D-mannopyranosyl)-(1->3)-S-alpha-D-mannopyranoside,WZ1,,,OBS
WZ2,methyl alpha-D-mannopyranosyl-(1->3)-[alpha-D-mannopyranosyl-(1->6)]-3-thio-alpha-D-mannopyranoside,Methyl(alpha-D-mannopyranosyl)-(1->3)-S-[(alpha-D-mannopyranosyl)-(1->6)]-alpha-D-mannopyranoside,WZ2,,,OBS
WZ4,"methyl
2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl-(1->2)-alpha-D-mannopyranosyl-(1->3)-[alpha-D-mannopyranosyl-(1->6)-6-thio
 -alpha-D-mannopyranosyl-(1->6)]-beta-D-mannopyranoside
","Methyl(2-deoxy-2-acetamido-beta-D-glucopyranosyl)-(1->2)-ALPHA-D-MANNOPYRANOSYL-(1->3)-[ALPHA-D-MANNOPYRANOSYL-(1->6)-6
 -THIO-ALPHA-D-MANNOPYRANOSYL-(1->6)]-BETA-D-MANNOPYRANOSIDE
",WZ4,,,OBS
WZG,"[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)tetrahydrofuran-2-yl]methyl (3R)-3-hydroxy-2,2-dimethyl-4-[(3-{[2-(methylsulfanyl)ethyl]amino}-3-oxopropyl)amino]-4-oxobutyl dihydrogen diphosphate (non-preferred name)",,WZG,,,REL
WZO,"[(2~{R},3~{R},4~{R},5~{R})-5-(2-azanyl-7-methyl-6-oxidanylidene-1~{H}-purin-7-ium-9-yl)-4-methoxy-3-oxidanyl-oxolan-2-yl]methyl [phosphonooxy(sulfanyl)phosphoryl] hydrogen phosphate",,WZO,,,REL
WZW,"[(2~{R},3~{S},4~{R},5~{R})-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-[2-azanyl-3-[[(2~{R},3~{S},4~{R},5~{R})-5-(2-azanyl-6-oxidanylidene-1~{H}-purin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl]imidazol-1-yl]phosphinic acid",,WZW,,,REL
X,"2'-DEOXY-N7-(8,9-DIHYDRO-9-HYDROXY-10-DEHYDROXY-AFLATOXIN)GUANOSINE MONOPHOSPHATE",,X,DG,,OBS
X0F,"2-oxo-2-hydroadenosine 5'-(tetrahydrogen triphosphate)
",,X0F,,,REL
X0O,"[[(2~{R},3~{S},4~{R},5~{S})-5-(4-azanyl-1-methyl-2-oxidanylidene-pyrimidin-5-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl] phosphono hydrogen phosphate",,X0O,,,REL
X0X,beta-D-talopyranuronic acid,beta-D-taluronic acid<br> D-taluronic acid<br> taluronic acid,X0X,,,REL
X1P,1-O-phosphono-alpha-D-xylopyranose,1-O-phosphono-alpha-D-xylose<br> 1-O-phosphono-D-xylose<br> 1-O-phosphono-xylose,X1P,XYS,,REL
X1X,alpha-D-talopyranuronic acid,alpha-D-taluronic acid<br> D-taluronic acid<br> taluronic acid<br> alpha-D-taluronate,X1X,,,REL
X2Y,"2,4-di-O-sulfo-alpha-L-fucopyranose","6-deoxy-2,4-di-O-sulfo-alpha-L-galactopyranose",X2Y,FUC,,REL
X34,4-O-sulfo-alpha-L-fucopyranose,6-deoxy-4-O-sulfo-alpha-L-galactopyranose,X34,FUC,,REL
X4A,"[(2R,3S,5S)-2,3,5-TRIHYDROXYTETRAHYDROFURAN-2-YL]METHYL DIHYDROGEN PHOSPHATE",,X4A,,,REL
X4M,"(2R,5R,7R,8R,10R,12aR,14R,15aS,16R)-7-(2-amino-6-oxo-1,6-dihydro-9H-purin-9-yl)-16-hydroxy-14-[(pyrimidin-4-yl)oxy]-2,10-disulfanyldecahydro-2H,10H-5,8-methano-2lambda~5~,10lambda~5~-cyclopenta[l][1,3,6,9,11,2,10]pentaoxadiphosphacyclotetradecine-2,10-dione",,X4M,,,REL
X4S,"beta-D-xylopyranosyl-(1->4)-4-thio-beta-D-xylopyranosyl-(1->4)-4-thio-beta-D-xylopyranosyl-(1->4)-4-thio-beta-D-xylopyr
 anose
",thio-linked xylotetraose,X4S,,,OBS
X5D,"(2R,5R,7R,8R,10S,12aR,14R,15aS,16R)-7-(2-amino-6-oxo-1,6-dihydro-9H-purin-9-yl)-2,10,16-trihydroxy-14-[(pyrimidin-4-yl)oxy]decahydro-2H,10H-5,8-methano-2lambda~5~,10lambda~5~-cyclopenta[l][1,3,6,9,11,2,10]pentaoxadiphosphacyclotetradecine-2,10-dione",,X5D,,,REL
X5J,"(2R,5R,7R,8R,10R,12aR,14R,15aS,16R)-7-(2-amino-6-oxo-1,6-dihydro-9H-purin-9-yl)-16-hydroxy-14-[(pyrimidin-4-yl)amino]-2,10-disulfanyldecahydro-2H,10H-5,8-methano-2lambda~5~,10lambda~5~-cyclopenta[l][1,3,6,9,11,2,10]pentaoxadiphosphacyclotetradecine-2,10-dione",,X5J,,,REL
X5S,"beta-D-xylopyranosyl-(1->4)-4-thio-beta-D-xylopyranosyl-(1->4)-4-thio-beta-D-xylopyranosyl-(1->4)-4-thio-beta-D-xylopyr
 anosyl-(1->4)-4-thio-beta-D-xylopyranose
",thio-linked xylopentaose,X5S,,,OBS
X5T,"[[(2~{R},3~{S},4~{R},5~{R})-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl] [(2~{R},3~{S},4~{R},5~{R})-5-[4-[4-[[4-(2-methoxyethoxy)cyclohexyl]amino]-1-methyl-2-oxidanylidene-quinolin-6-yl]pyrazol-1-yl]-3,4-bis(oxidanyl)oxolan-2-yl]methyl hydrogen phosphate",,X5T,,,REL
X6H,"(4aM,9M)-3-(2-deoxy-5-O-phosphono-beta-D-erythro-pentofuranosyl)-3,5-dihydropyrimido[1,2-a]purine-6,10-dione",,X6H,DG,,REL
X6X,2-amino-2-deoxy-alpha-D-galactopyranose,alpha-D-galactosamine<br> 2-amino-2-deoxy-alpha-D-galactose<br> 2-amino-2-deoxy-D-galactose<br> 2-amino-2-deoxy-galactose,X6X,,,REL
X6Y,2-O-sulfo-alpha-L-fucopyranose,6-deoxy-2-O-sulfo-alpha-L-galactopyranose,X6Y,FUC,,REL
X7B,"[(3~{a}~{S},4~{R},6~{a}~{R})-2,3,3~{a},4,5,6~{a}-hexahydrofuro[2,3-b]furan-4-yl] ~{N}-[(2~{S},3~{R})-4-[[7,7-bis(oxidanyl)-9-oxidanylidene-8-oxa-7-boranuidabicyclo[4.3.0]nona-1,3,5-trien-3-yl]sulfonyl-(2-methylpropyl)amino]-3-oxidanyl-1-phenyl-butan-2-yl]carbamate",,X7B,,,REL
X7H,"(3R,3aS,6aR)-hexahydrofuro[2,3-b]furan-3-yl [(2S,3R)-4-{[4-(2-chloroacetamido)benzene-1-sulfonyl](2-methylpropyl)amino}-3-hydroxy-1-phenylbutan-2-yl]carbamate",,X7H,,,REL
X7I,"[(2~{R},3~{S},4~{R},5~{R})-5-imidazo[2,1-f]purin-3-yl-3,4-bis(oxidanyl)oxolan-2-yl]methyl ~{N}-[2-(1~{H}-indol-3-yl)ethyl]carbamate",,X7I,,,REL
XAD,"9-(2,3-DIDEOXY-6-O-PHOSPHONO-BETA-D-ERYTHRO-HEXOPYRANOSYL)-9H-PURIN-6-AMINE","2',3'-DI-DEOXY-BETA-D-GLUCOPYRANOSYL ADENINE",XAD,DA,,REL
XAE,"3-(2-DEOXY-5-O-PHOSPHONO-BETA-D-ERYTHRO-PENTOFURANOSYL)-3H-IMIDAZO[4,5-G]QUINAZOLIN-8-AMINE",,XAE,,,REL
XAH,5'-O-{(R)-hydroxy[(L-lysylamino)oxy]phosphoryl}adenosine,,XAH,,,REL
XAM,"(1R,4aS,5S,6S,8aR)-5-{[(5S)-1-(3-O-acetyl-4-O-carbamoyl-6-deoxy-2-O-methyl-alpha-L-talopyranosyl)-4-hydroxy-2-oxo-5-(propan-2-yl)-2,5-dihydro-1H-pyrrol-3-yl]carbonyl}-6-methyl-4-methylidene-1,2,3,4,4a,5,6,8a-octahydronaphthalen-1-yl 2,6-dideoxy-3-C-[(1S)-1-{[(3,4-dichloro-5-methyl-1H-pyrrol-2-yl)carbonyl]amino}ethyl]-beta-D-ribo-hexopyranoside",Amycolamicin,XAM,,,REL
XB9,N-carbamoyl-2-deoxy-5-O-phosphono-beta-D-erythro-pentofuranosylamine,,XB9,,,REL
XBK,"4,5-DE-EPOXYPIMARICIN",,XBK,,,REL
XBU,methyl (2~{R})-3-(4-hydroxyphenyl)-2-[(4-hydroxyphenyl)methyl]-4-oxidanyl-5-oxidanylidene-furan-2-carboxylate,,XBU,,,REL
XC,"[(2~{R},3~{R},5~{R})-5-(6-azanyl-2-oxidanylidene-4,5-dihydropyrimidin-3-yl)-3-oxidanyl-oxolan-2-yl]methyl dihydrogen phosphate",,XC,,,REL
XC5,2'-deoxy-5'-O-[(S)-hydroxy{[(S)-hydroxy(phosphonooxy)phosphoryl]methyl}phosphoryl]cytidine,,XC5,,,REL
XC8,"4'-fluoro-6-(trifluoromethyl)[1,1'-biphenyl]-2-yl 2-acetamido-2-deoxy-beta-D-galactopyranoside
",,XC8,,,REL
XCI,"[(2~{S},3~{S},5~{R})-5-[5-methyl-2,4-bis(oxidanylidene)pyrimidin-1-yl]-3-oxidanyl-oxolan-2-yl]methylselanylphosphonous acid",,XCI,,,REL
XCS,"(1R)-1-(4-AMINO-6-METHYL-2-OXO-1,2-DIHYDROQUINAZOLIN-8-YL)-1,4-ANHYDRO-2-DEOXY-5-O-PHOSPHONO-D-ERYTHRO-PENTITOL",,XCS,,,REL
XCT,"4-AMINO-1-(2,3-DIDEOXY-6-O-PHOSPHONO-BETA-D-ERYTHRO-HEXOPYRANOSYL)PYRIMIDIN-2(1H)-ONE","2',3'-DI-DEOXY-BETA-D-GLUCOPYRANOSYL CYTOSINE",XCT,DC,,REL
XCY,{5-[4-{[4-(AMINOMETHYL)BENZYL]AMINO}-2-OXOPYRIMIDIN-1(2H)- YL]-3-HYDROXYTETRAHYDROFURAN-2-YL}METHYL DIHYDROGEN PHOSPHATE,,XCY,DC,,REL
XDR,"hexyl
(5S,6R,8R)-6-hydroxy-5-methyl-13-oxo-5,6,7,8-tetrahydro-13H-5,8-epoxy-4b,8a,14-triazadibenzo[b,h]cycloocta[1,2,3,4-jkl]c
yclopenta[e]-as-indacene-6-carboxylate
",KT5720,XDR,,,REL
XDX,(2R)-2-(alpha-D-glucopyranosyloxy)-3-(phosphonooxy)propanoic acid,"(2R)-2-(alpha-D-glucosyloxy)-3-(phosphonooxy)propanoic acid<br> (2R)-2-(D-glucosyloxy)-3-(phosphonooxy)propanoic acid<br>
(2R)-2-(glucosyloxy)-3-(phosphonooxy)propanoic acid
",XDX,GLC,,REL
XE6,4-amino-1-(2-O-methyl-5-O-phosphono-beta-L-ribofuranosyl)pyrimidin-2(1H)-one,,XE6,,,REL
